sample_38_20210610044413_Hayden,71,9, 4,4,0.8452,0.9467,0.8931
sample_1765,41,0, 12,0,1.0000,0.7736,0.8723
sample_160_20210112211715,92,0, 11,1,0.9892,0.8932,0.9388
sample_1231,28,0, 4,0,1.0000,0.8750,0.9333
sample_60_20210604143820_Isra,71,3, 7,3,0.9221,0.9103,0.9161
sample_50_20210604143818_Isra,52,1, 18,3,0.9286,0.7429,0.8254
sample_73_20210610044426_Booma,51,2, 9,0,0.9623,0.8500,0.9027
sample_154_20210112211713,48,0, 3,0,1.0000,0.9412,0.9697
sample_76_20210112211704,36,3, 11,1,0.9000,0.7660,0.8276
sample_364,60,0, 28,0,1.0000,0.6818,0.8108
sample_963,56,0, 14,1,0.9825,0.8000,0.8819
sample_166_20210112211715,79,2, 16,5,0.9186,0.8316,0.8729
sample_85_20210112211705,80,2, 4,1,0.9639,0.9524,0.9581
sample_128_20210112211711,59,6, 12,3,0.8676,0.8310,0.8489
sample_5_20210604143806_Hayden,51,3, 7,10,0.7969,0.8793,0.8361
sample_2765,48,0, 1,2,0.9600,0.9796,0.9697
sample_2762,142,22, 22,5,0.8402,0.8659,0.8529
sample_36_20210610044412_Hayden,45,1, 17,5,0.8824,0.7258,0.7965
sample_30_20210610044412_Isra,62,0, 8,8,0.8857,0.8857,0.8857
sample_1433,43,2, 9,1,0.9348,0.8269,0.8776
sample_1600,80,6, 18,0,0.9302,0.8163,0.8696
sample_1854,16,0, 3,0,1.0000,0.8421,0.9143
sample_2_20210604143805_Hayden,19,0, 3,16,0.5429,0.8636,0.6667
sample_34_20210610044412_Hayden,38,1, 5,15,0.7037,0.8837,0.7835
sample_225,29,2, 4,3,0.8529,0.8788,0.8657
sample_58_20210604143820_Isra,83,21, 29,2,0.7830,0.7411,0.7615
sample_2748,120,2, 9,26,0.8108,0.9302,0.8664
sample_2780,82,2, 22,2,0.9535,0.7885,0.8632
sample_90_20210604143828_Booma,58,1, 5,3,0.9355,0.9206,0.9280
sample_1240,57,1, 18,0,0.9828,0.7600,0.8571
sample_96_20210112211707,143,0, 6,5,0.9662,0.9597,0.9630
sample_2751,135,3, 26,6,0.9375,0.8385,0.8852
sample_84_20210604143826_Booma,31,7, 7,2,0.7750,0.8158,0.7949
sample_223,32,1, 18,3,0.8889,0.6400,0.7442
sample_140_20210112211712,66,2, 11,3,0.9296,0.8571,0.8919
sample_80_20210112211705,36,0, 4,0,1.0000,0.9000,0.9474
sample_227,86,5, 26,0,0.9451,0.7679,0.8473
sample_1262,127,4, 24,9,0.9071,0.8411,0.8729
sample_82_20210604143826_Booma,182,9, 36,23,0.8505,0.8349,0.8426
sample_74_20210604143824_Booma,9,0, 6,0,1.0000,0.6000,0.7500
sample_64_20210112211703,70,5, 39,3,0.8974,0.6422,0.7487
sample_167_20210112211715,104,2, 31,0,0.9811,0.7704,0.8631
sample_50_20210610044419_Hayden,117,9, 0,7,0.8797,1.0000,0.9360
sample_75_20200709164917_Atieh,5,0, 6,0,1.0000,0.4545,0.6250
sample_1214,54,0, 7,0,1.0000,0.8852,0.9391
sample_151_20210112211713,58,16, 8,4,0.7436,0.8788,0.8056
sample_2788,126,5, 44,2,0.9474,0.7412,0.8317
sample_44_20210610044415_Hayden,27,7, 9,0,0.7941,0.7500,0.7714
sample_52,48,0, 5,0,1.0000,0.9057,0.9505
sample_324,119,0, 26,12,0.9084,0.8207,0.8623
sample_2757,12,0, 15,1,0.9231,0.4444,0.6000
sample_62_20210604143820_Booma,103,9, 27,2,0.9035,0.7923,0.8443
sample_86,69,3, 10,13,0.8118,0.8734,0.8415
sample_2754,45,24, 10,5,0.6081,0.8182,0.6977
sample_23_20210610044409_Isra,63,2, 7,10,0.8400,0.9000,0.8690
sample_171_20210112211716,82,0, 14,7,0.9213,0.8542,0.8865
sample_66_20210112211703,110,11, 25,8,0.8527,0.8148,0.8333
sample_98_20210112211707,72,0, 1,1,0.9863,0.9863,0.9863
sample_173_20210112211716,51,0, 16,1,0.9808,0.7612,0.8571
sample_2792,75,3, 8,8,0.8721,0.9036,0.8876
sample_27_20210610044410_Isra,52,4, 14,3,0.8814,0.7879,0.8320
sample_1258,98,0, 58,1,0.9899,0.6282,0.7686
sample_74_20210112211704,59,2, 5,1,0.9516,0.9219,0.9365
sample_1714,37,4, 26,8,0.7551,0.5873,0.6607
sample_2760,40,0, 15,0,1.0000,0.7273,0.8421
sample_71_20210604143824_Booma,61,2, 21,1,0.9531,0.7439,0.8356
sample_1021,25,2, 4,17,0.5682,0.8621,0.6849
sample_17_20210610044407_Isra,104,6, 19,4,0.9123,0.8455,0.8776
sample_23_20210604143812_Hayden,41,7, 8,12,0.6833,0.8367,0.7523
sample_2764,71,2, 8,0,0.9726,0.8987,0.9342
sample_66_20210604143822_Booma,61,1, 25,6,0.8971,0.7093,0.7922
sample_63_20210112211702,68,2, 11,6,0.8947,0.8608,0.8774
sample_141_20210112211712,61,2, 22,0,0.9683,0.7349,0.8356
sample_82_20210112211705,55,0, 7,1,0.9821,0.8871,0.9322
sample_2_20210610044403_Isra,66,0, 1,0,1.0000,0.9851,0.9925
sample_80_20210604143825_Booma,32,0, 9,0,1.0000,0.7805,0.8767
sample_2790,67,2, 44,2,0.9437,0.6036,0.7363
sample_8_20210604143807_Hayden,48,1, 12,7,0.8571,0.8000,0.8276
sample_155_20210112211713,105,4, 16,2,0.9459,0.8678,0.9052
sample_1254,41,0, 22,1,0.9762,0.6508,0.7810
sample_134_20210112211711,115,1, 3,2,0.9746,0.9746,0.9746
sample_641,166,20, 22,22,0.7981,0.8830,0.8384
sample_6_20210621151656_Hayden,57,1, 16,1,0.9661,0.7808,0.8636
sample_635,80,6, 33,30,0.6897,0.7080,0.6987
sample_4_20210610044403_Isra,124,0, 18,5,0.9612,0.8732,0.9151
sample_46_20210610044418_Hayden,31,1, 5,2,0.9118,0.8611,0.8857
sample_116_20210112211709,26,2, 5,1,0.8966,0.8387,0.8667
sample_104_20210112211707,53,5, 16,8,0.8030,0.7681,0.7852
sample_38_20210604143816_Isra,70,4, 13,4,0.8974,0.8434,0.8696
sample_2789,99,2, 29,3,0.9519,0.7734,0.8534
sample_25_20210610044410_Isra,65,2, 8,14,0.8025,0.8904,0.8442
sample_11_20210604143808_Hayden,91,8, 21,0,0.9192,0.8125,0.8626
sample_20_20210604143811_Hayden,52,0, 4,2,0.9630,0.9286,0.9455
sample_1274,30,1, 13,4,0.8571,0.6977,0.7692
sample_69_20210604143823_Booma,17,1, 13,4,0.7727,0.5667,0.6538
sample_115_20210112211709,57,2, 4,7,0.8636,0.9344,0.8976
sample_2791,65,1, 7,2,0.9559,0.9028,0.9286
sample_108_20210112211708,42,0, 3,8,0.8400,0.9333,0.8842
sample_83_20210112211705,54,1, 4,5,0.9000,0.9310,0.9153
sample_21_20210610044409_Isra,35,12, 4,16,0.5556,0.8974,0.6863
sample_89_20210112211706,137,7, 12,2,0.9384,0.9195,0.9288
sample_65_20210604143822_Booma,24,1, 10,4,0.8276,0.7059,0.7619
sample_74_20210610044426_Booma,51,6, 43,9,0.7727,0.5426,0.6375
sample_71,49,6, 10,0,0.8909,0.8305,0.8596
sample_1237,37,1, 14,0,0.9737,0.7255,0.8315
sample_68,29,1, 14,0,0.9667,0.6744,0.7945
sample_32_20210610044412_Hayden,78,0, 1,0,1.0000,0.9873,0.9936
sample_131_20210112211711,66,0, 1,0,1.0000,0.9851,0.9925
