Output_llama3.1_8b_no_sim,0.4461,0.7123
Output_gemma4_26b_no_sim,0.5985,0.8593
Output_gemma4_31b_no_sim,0.618,0.8755
Output_mistral-small_24b_no_sim,0.4963,0.7856
