Output_llama3.1_8b_no_sim,0.4479,0.592
Output_gemma4_26b_no_sim,0.6098,0.808
Output_gemma4_31b_no_sim,0.6445,0.8559
Output_mistral-small_24b_no_sim,0.5369,0.7515
